occ_sil_path,occ_sil_video_len,gt_sli_path,gt_sil_video_len
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/044/nm-01/108,47,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/044/nm-01/108,47
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/044/nm-06/072,44,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/044/nm-06/072,44
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/044/nm-06/054,37,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/044/nm-06/054,37
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/044/nm-06/018,86,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/044/nm-06/018,86
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/044/nm-06/180,56,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/044/nm-06/180,56
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/044/nm-06/144,68,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/044/nm-06/144,68
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/044/nm-06/090,41,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/044/nm-06/090,41
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/044/nm-06/108,39,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/044/nm-06/108,39
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/044/nm-06/162,61,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/044/nm-06/162,61
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/044/nm-06/126,32,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/044/nm-06/126,32
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/044/nm-06/036,48,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/044/nm-06/036,48
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/044/nm-06/000,51,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/044/nm-06/000,51
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/044/nm-05/054,63,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/044/nm-05/054,63
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/044/nm-05/180,104,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/044/nm-05/180,104
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/044/nm-05/162,47,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/044/nm-05/162,47
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/044/nm-05/000,129,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/044/nm-05/000,129
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/044/nm-05/090,41,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/044/nm-05/090,41
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/044/nm-05/126,69,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/044/nm-05/126,69
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/044/nm-05/036,88,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/044/nm-05/036,88
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/044/nm-05/144,49,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/044/nm-05/144,49
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/044/nm-05/018,40,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/044/nm-05/018,40
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/044/nm-05/108,37,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/044/nm-05/108,37
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/044/nm-05/072,46,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/044/nm-05/072,46
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/044/cl-02/090,42,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/044/cl-02/090,42
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/044/cl-02/180,108,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/044/cl-02/180,108
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/044/cl-02/072,46,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/044/cl-02/072,46
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/044/cl-02/126,51,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/044/cl-02/126,51
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/044/cl-02/144,28,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/044/cl-02/144,28
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/044/cl-02/162,36,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/044/cl-02/162,36
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/044/cl-02/018,37,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/044/cl-02/018,37
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/044/cl-02/108,46,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/044/cl-02/108,46
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/044/cl-02/036,89,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/044/cl-02/036,89
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/044/cl-02/000,68,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/044/cl-02/000,68
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/044/cl-02/054,59,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/044/cl-02/054,59
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/044/nm-04/000,67,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/044/nm-04/000,67
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/044/nm-04/126,44,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/044/nm-04/126,44
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/044/nm-04/072,42,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/044/nm-04/072,42
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/044/nm-04/090,40,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/044/nm-04/090,40
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/044/nm-04/144,68,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/044/nm-04/144,68
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/044/nm-04/180,79,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/044/nm-04/180,79
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/044/nm-04/018,104,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/044/nm-04/018,104
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/044/nm-04/054,28,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/044/nm-04/054,28
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/044/nm-04/036,35,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/044/nm-04/036,35
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/044/nm-04/108,48,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/044/nm-04/108,48
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/044/nm-04/162,52,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/044/nm-04/162,52
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/044/nm-03/036,36,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/044/nm-03/036,36
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/044/nm-03/144,42,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/044/nm-03/144,42
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/044/nm-03/162,38,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/044/nm-03/162,38
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/044/nm-03/090,42,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/044/nm-03/090,42
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/044/nm-03/018,37,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/044/nm-03/018,37
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/044/nm-03/000,53,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/044/nm-03/000,53
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/044/nm-03/072,46,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/044/nm-03/072,46
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/044/nm-03/180,52,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/044/nm-03/180,52
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/044/nm-03/126,51,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/044/nm-03/126,51
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/044/nm-03/108,46,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/044/nm-03/108,46
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/044/nm-03/054,71,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/044/nm-03/054,71
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/nm-02/162,28,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/nm-02/162,28
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/nm-02/072,39,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/nm-02/072,39
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/nm-02/036,57,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/nm-02/036,57
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/nm-02/180,68,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/nm-02/180,68
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/nm-02/090,36,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/nm-02/090,36
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/nm-02/144,26,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/nm-02/144,26
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/nm-02/126,42,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/nm-02/126,42
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/nm-02/018,47,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/nm-02/018,47
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/nm-02/054,57,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/nm-02/054,57
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/nm-02/108,38,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/nm-02/108,38
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/nm-02/000,45,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/nm-02/000,45
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/nm-01/036,46,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/nm-01/036,46
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/nm-01/144,46,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/nm-01/144,46
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/nm-01/108,38,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/nm-01/108,38
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/nm-01/018,34,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/nm-01/018,34
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/nm-01/072,40,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/nm-01/072,40
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/nm-01/126,32,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/nm-01/126,32
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/nm-01/162,40,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/nm-01/162,40
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/nm-01/054,57,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/nm-01/054,57
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/nm-01/090,36,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/nm-01/090,36
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/nm-01/180,58,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/nm-01/180,58
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/nm-01/000,39,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/nm-01/000,39
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/nm-03/018,73,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/nm-03/018,73
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/nm-03/126,28,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/nm-03/126,28
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/nm-03/162,34,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/nm-03/162,34
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/nm-03/180,31,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/nm-03/180,31
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/nm-03/036,62,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/nm-03/036,62
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/nm-03/072,37,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/nm-03/072,37
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/nm-03/108,37,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/nm-03/108,37
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/nm-03/054,53,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/nm-03/054,53
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/nm-03/144,34,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/nm-03/144,34
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/nm-03/090,30,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/nm-03/090,30
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/nm-03/000,87,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/nm-03/000,87
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/nm-06/000,102,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/nm-06/000,102
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/nm-06/126,32,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/nm-06/126,32
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/nm-06/090,37,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/nm-06/090,37
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/nm-06/144,41,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/nm-06/144,41
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/nm-06/018,43,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/nm-06/018,43
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/nm-06/054,57,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/nm-06/054,57
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/nm-06/072,40,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/nm-06/072,40
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/nm-06/180,107,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/nm-06/180,107
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/nm-06/036,87,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/nm-06/036,87
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/nm-06/108,41,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/nm-06/108,41
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/nm-06/162,46,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/nm-06/162,46
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/bg-02/180,43,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/bg-02/180,43
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/bg-02/036,88,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/bg-02/036,88
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/bg-02/108,43,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/bg-02/108,43
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/bg-02/162,66,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/bg-02/162,66
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/bg-02/090,38,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/bg-02/090,38
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/bg-02/072,42,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/bg-02/072,42
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/bg-02/000,114,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/bg-02/000,114
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/bg-02/144,75,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/bg-02/144,75
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/bg-02/018,93,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/bg-02/018,93
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/bg-02/126,47,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/bg-02/126,47
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/bg-02/054,37,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/bg-02/054,37
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/cl-02/126,55,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/cl-02/126,55
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/cl-02/144,29,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/cl-02/144,29
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/cl-02/036,47,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/cl-02/036,47
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/cl-02/018,73,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/cl-02/018,73
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/cl-02/072,38,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/cl-02/072,38
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/cl-02/090,34,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/cl-02/090,34
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/cl-02/108,40,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/cl-02/108,40
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/cl-02/162,32,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/cl-02/162,32
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/cl-02/054,35,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/cl-02/054,35
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/cl-02/180,96,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/cl-02/180,96
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/cl-02/000,53,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/cl-02/000,53
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/nm-05/144,40,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/nm-05/144,40
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/nm-05/090,38,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/nm-05/090,38
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/nm-05/018,38,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/nm-05/018,38
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/nm-05/054,52,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/nm-05/054,52
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/nm-05/180,68,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/nm-05/180,68
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/nm-05/036,60,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/nm-05/036,60
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/nm-05/108,43,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/nm-05/108,43
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/nm-05/162,52,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/nm-05/162,52
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/nm-05/000,40,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/nm-05/000,40
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/nm-05/072,42,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/nm-05/072,42
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/nm-05/126,47,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/nm-05/126,47
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/cl-01/018,28,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/cl-01/018,28
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/cl-01/180,111,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/cl-01/180,111
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/cl-01/108,31,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/cl-01/108,31
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/cl-01/090,36,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/cl-01/090,36
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/cl-01/072,32,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/cl-01/072,32
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/cl-01/036,36,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/cl-01/036,36
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/cl-01/144,45,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/cl-01/144,45
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/cl-01/126,33,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/cl-01/126,33
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/cl-01/162,76,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/cl-01/162,76
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/cl-01/054,55,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/cl-01/054,55
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/cl-01/000,47,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/cl-01/000,47
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/nm-04/036,89,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/nm-04/036,89
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/nm-04/018,42,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/nm-04/018,42
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/nm-04/144,52,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/nm-04/144,52
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/nm-04/072,39,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/nm-04/072,39
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/nm-04/108,41,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/nm-04/108,41
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/nm-04/054,41,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/nm-04/054,41
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/nm-04/162,57,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/nm-04/162,57
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/nm-04/126,55,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/nm-04/126,55
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/nm-04/180,65,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/nm-04/180,65
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/nm-04/000,113,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/nm-04/000,113
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/nm-04/090,30,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/nm-04/090,30
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/bg-01/126,47,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/bg-01/126,47
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/bg-01/108,41,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/bg-01/108,41
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/bg-01/072,31,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/bg-01/072,31
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/bg-01/090,37,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/bg-01/090,37
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/bg-01/180,71,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/bg-01/180,71
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/bg-01/036,56,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/bg-01/036,56
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/bg-01/000,77,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/bg-01/000,77
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/bg-01/144,49,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/bg-01/144,49
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/bg-01/018,36,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/bg-01/018,36
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/bg-01/054,41,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/bg-01/054,41
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/056/bg-01/162,48,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/056/bg-01/162,48
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/010/nm-05/018,92,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/010/nm-05/018,92
/home/lxc/dataset/CASIA_B/train/silhouettes_occ_cut/010/nm-05/162,45,/home/lxc/dataset/CASIA_B/train/silhouettes_cut/010/nm-05/162,45
